"Organisatie (onderdeel)";"Naam";"Functie";"Resource identifier v4.0 organisatie";"Resource identifier v5.0 organisatie";"Actieve beheerder ROO"
"Gemeente Barendrecht";"Dhr. J.L. Mijnders";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barendrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0489";"Ja"
"Gemeente Barendrecht";"Dhr. W. Booij";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barendrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0489";"Ja"
"Gemeente Barendrecht";"Dhr. J.P. Smit";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barendrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0489";"Ja"
"Gemeente Barendrecht";"Dhr. P.A.H. de Visser";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barendrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0489";"Ja"
"Gemeente Barendrecht";"Dhr. R. Bol";"Wethouder";"http://standaarden.overheid.nl/owms/terms/Barendrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0489";"Ja"
"Gemeente Barendrecht";"Dhr. L.P. van der Linden MSc";"Wethouder";"http://standaarden.overheid.nl/owms/terms/Barendrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0489";"Ja"
"Gemeente Barendrecht";"Mw. S.T. Jakoeb";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Barendrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0489";"Ja"
"Gemeente Barendrecht";"Dhr. M.C. van Prehn";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Barendrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0489";"Ja"
"Gemeente Barendrecht";"Dhr. mr. D. Vermaat";"Wethouder";"http://standaarden.overheid.nl/owms/terms/Barendrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0489";"Ja"
"Gemeente Barendrecht";"Mw. P.A. de Kam-Benard";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barendrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0489";"Ja"
"Gemeente Barendrecht";"Dhr. dr. J.M. Blok";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barendrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0489";"Ja"
"Gemeente Barendrecht";"Dhr. C.D. Schaap";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Barendrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0489";"Ja"
"Gemeente Barendrecht";"Dhr. A. Kooijman";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barendrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0489";"Ja"
"Gemeente Barendrecht";"Dhr. L. van Zanten";"Gemeentesecretaris";"http://standaarden.overheid.nl/owms/terms/Barendrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0489";"Ja"
"Gemeente Barendrecht";"Mw. S.T. Jakoeb";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barendrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0489";"Ja"
"Gemeente Barendrecht";"Mw. J.M.M. Stolk";"Wethouder";"http://standaarden.overheid.nl/owms/terms/Barendrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0489";"Ja"
"Gemeente Barendrecht";"Dhr. A. Kooijman";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Barendrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0489";"Ja"
"Gemeente Barendrecht";"Dhr. L.P. van der Linden MSc";"Locoburgemeester";"http://standaarden.overheid.nl/owms/terms/Barendrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0489";"Ja"
"Gemeente Barendrecht";"Mw. N. Blankenstein-van Heugten";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barendrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0489";"Ja"
"Gemeente Barendrecht";"Mw. C.M. Krouwel";"Raadsgriffier";"http://standaarden.overheid.nl/owms/terms/Barendrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0489";"Ja"
"Gemeente Barendrecht";"Mw. M. Mes-le Feber";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barendrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0489";"Ja"
"Gemeente Barendrecht";"Mw. D.S. Soliana";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barendrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0489";"Ja"
"Gemeente Barendrecht";"Dhr. J. Vrijman";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barendrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0489";"Ja"
"Gemeente Barendrecht";"Dhr. M.C. van Prehn";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barendrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0489";"Ja"
"Gemeente Barendrecht";"Mw. E. van Vilsteren-van Schaik";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barendrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0489";"Ja"
"Gemeente Barendrecht";"Dhr. K. van Bommel";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barendrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0489";"Ja"
"Gemeente Barendrecht";"Dhr. M. Troost";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barendrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0489";"Ja"
"Gemeente Barendrecht";"Dhr. D. Heijboer";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barendrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0489";"Ja"
"Gemeente Barendrecht";"Dhr. drs. R.E. Schneider";"Burgemeester";"http://standaarden.overheid.nl/owms/terms/Barendrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0489";"Ja"
"Gemeente Barendrecht";"Mw. F.C.E. Schaap-Holsheimer";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barendrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0489";"Ja"
"Gemeente Barendrecht";"Dhr. N. Jansen";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barendrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0489";"Ja"
"Gemeente Barendrecht";"Dhr. J.J. Heiden";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barendrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0489";"Ja"
"Gemeente Barendrecht";"Mevr. Y. van den Oever";"Woo-contactpersoon";"http://standaarden.overheid.nl/owms/terms/Barendrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0489";"Ja"
"Gemeente Barendrecht";"Dhr. M. Hazebroek";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barendrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0489";"Ja"
"Gemeente Barendrecht";"Mw. K.N. Örs-van der Worm";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barendrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0489";"Ja"
"Gemeente Barendrecht";"Dhr. R. Schuurman";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Barendrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0489";"Ja"
"Gemeente Barneveld";"Dhr. T.N. Bos";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Barneveld_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0203";"Ja"
"Gemeente Barneveld";"Dhr. A. Flier";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barneveld_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0203";"Ja"
"Gemeente Barneveld";"Mw. M. Bongers";"Raadsgriffier";"http://standaarden.overheid.nl/owms/terms/Barneveld_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0203";"Ja"
"Gemeente Barneveld";"Dhr. H. Smit";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barneveld_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0203";"Ja"
"Gemeente Barneveld";"Dhr. L. de Knegt";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barneveld_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0203";"Ja"
"Gemeente Barneveld";"Dhr. W.A. Knapen";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barneveld_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0203";"Ja"
"Gemeente Barneveld";"Mw. D. de Kwant-van Lagen";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barneveld_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0203";"Ja"
"Gemeente Barneveld";"Dhr. C.W. de Kool";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barneveld_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0203";"Ja"
"Gemeente Barneveld";"Dhr. J. Top";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barneveld_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0203";"Ja"
"Gemeente Barneveld";"Dhr. J. Verstoep";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barneveld_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0203";"Ja"
"Gemeente Barneveld";"Dhr. W. Hazeleger";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barneveld_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0203";"Ja"
"Gemeente Barneveld";"Mw. J.A.G.M. van den Wildenberg";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Barneveld_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0203";"Ja"
"Gemeente Barneveld";"Dhr. T. den Boon";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barneveld_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0203";"Ja"
"Gemeente Barneveld";"Mw. J.A.G.M. van den Wildenberg";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barneveld_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0203";"Ja"
"Gemeente Barneveld";"Dhr. J. Top";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Barneveld_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0203";"Ja"
"Gemeente Barneveld";"Dhr. T.N. Bos";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barneveld_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0203";"Ja"
"Gemeente Barneveld";"Dhr. H. Mulder";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barneveld_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0203";"Ja"
"Gemeente Barneveld";"Dhr. D.G. de Vries";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barneveld_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0203";"Ja"
"Gemeente Barneveld";"Woo Barneveld";"Woo-contactpersoon";"http://standaarden.overheid.nl/owms/terms/Barneveld_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0203";"Ja"
"Gemeente Barneveld";"Dhr. E. Pladdet";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barneveld_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0203";"Ja"
"Gemeente Barneveld";"Dhr. J. van Schaik";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Barneveld_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0203";"Ja"
"Gemeente Barneveld";"Dhr. J. van Schaik";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barneveld_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0203";"Ja"
"Gemeente Barneveld";"Mw. drs. J.M. de Heer-Verheij";"Wethouder";"http://standaarden.overheid.nl/owms/terms/Barneveld_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0203";"Ja"
"Gemeente Barneveld";"Dhr. E. Wijnne";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barneveld_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0203";"Ja"
"Gemeente Barneveld";"Mw. E. de Man";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barneveld_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0203";"Ja"
"Gemeente Barneveld";"Dhr. G.H. Kevelam";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Barneveld_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0203";"Ja"
"Gemeente Barneveld";"Dhr. A.S. van Amerongen";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barneveld_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0203";"Ja"
"Gemeente Barneveld";"Dhr. D.G. de Vries";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Barneveld_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0203";"Ja"
"Gemeente Barneveld";"Dhr. B.E. Wijnne";"Locoburgemeester";"http://standaarden.overheid.nl/owms/terms/Barneveld_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0203";"Ja"
"Gemeente Barneveld";"Dhr. W. Wieringa";"Gemeentesecretaris";"http://standaarden.overheid.nl/owms/terms/Barneveld_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0203";"Ja"
"Gemeente Barneveld";"Mw. M.H.J. Pluimers-Foeken";"Wethouder";"http://standaarden.overheid.nl/owms/terms/Barneveld_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0203";"Ja"
"Gemeente Barneveld";"Dhr. J. Verstoep";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Barneveld_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0203";"Ja"
"Gemeente Barneveld";"Dhr. B.E. Wijnne";"Wethouder";"http://standaarden.overheid.nl/owms/terms/Barneveld_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0203";"Ja"
"Gemeente Barneveld";"Dhr. G.H. Kevelam";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Barneveld_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0203";"Ja"
"Gemeente Barneveld";"Dhr. J. van der Tak";"Burgemeester";"http://standaarden.overheid.nl/owms/terms/Barneveld_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0203";"Ja"
"Gemeente Barneveld";"Dhr. W. Oosterwijk";"Wethouder";"http://standaarden.overheid.nl/owms/terms/Barneveld_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0203";"Ja"
"Gemeente Beek";"dhr. R. Keulers";"Woo-contactpersoon";"http://standaarden.overheid.nl/owms/terms/Beek_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0888";"Ja"
"Gemeente Beek";"Dhr. P. de Jonge";"Gemeentesecretaris";"http://standaarden.overheid.nl/owms/terms/Beek_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0888";"Ja"
"Gemeente Beek";"Dhr. C. Gijzen";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Beek_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0888";"Ja"
"Gemeente Beek";"Dhr. M.J.A.M. Meurkens";"Wethouder";"http://standaarden.overheid.nl/owms/terms/Beek_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0888";"Ja"
"Gemeente Beek";"Dhr. R. Diederen";"Locoburgemeester";"http://standaarden.overheid.nl/owms/terms/Beek_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0888";"Ja"
"Gemeente Beek";"Dhr. D.N.T. van Es";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Beek_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0888";"Ja"
"Gemeente Beek";"Dhr. M. Muijres";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Beek_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0888";"Ja"
"Gemeente Beek";"Dhr. H. Steinhart";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Beek_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0888";"Ja"
"Gemeente Beek";"Dhr. J.M.D. Pirson";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Beek_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0888";"Ja"
"Gemeente Beek";"dhr. R. Keulers";"Woo-contactpersoon";"http://standaarden.overheid.nl/owms/terms/Beek_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0888";"Ja"
"Gemeente Beek";"Dhr. H.J.M. Heitzer";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Beek_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0888";"Ja"
"Gemeente Beek";"Dhr. drs. G.H.M. Erven";"Raadsgriffier";"http://standaarden.overheid.nl/owms/terms/Beek_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0888";"Ja"
"Gemeente Beek";"Mw. C. van Basten-Boddin";"Burgemeester";"http://standaarden.overheid.nl/owms/terms/Beek_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0888";"Ja"
"Gemeente Beek";"Dhr. R. Dirx";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Beek_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0888";"Ja"
"Gemeente Beek";"Dhr. H.J.M. Heitzer";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Beek_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0888";"Ja"
"Gemeente Beek";"Dhr. M. Weusten";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Beek_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0888";"Ja"
"Gemeente Beek";"Dhr. M.M.R. Schwillens";"Wethouder";"http://standaarden.overheid.nl/owms/terms/Beek_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0888";"Ja"
"Gemeente Beek";"Mw. N. Vennik";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Beek_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0888";"Ja"
"Gemeente Beek";"Dhr. J. Janssen";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Beek_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0888";"Ja"
"Gemeente Beek";"Dhr. R.R.A. Beaumont";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Beek_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0888";"Ja"
"Gemeente Beek";"Mw. M.J.E.J. de Bruijn-de Vos";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Beek_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0888";"Ja"
"Gemeente Beek";"Mw. M.J.E.J. de Bruijn-de Vos";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Beek_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0888";"Ja"
"Gemeente Beek";"Mw. L. Lemmens";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Beek_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0888";"Ja"
"Gemeente Beek";"Dhr. H. Horsmans";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Beek_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0888";"Ja"
"Gemeente Beek";"Mw. S. Muijlkens";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Beek_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0888";"Ja"
"Gemeente Beek";"Dhr. D.N.T. van Es";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Beek_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0888";"Ja"
"Gemeente Beek";"Dhr. R. Diederen";"Wethouder";"http://standaarden.overheid.nl/owms/terms/Beek_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0888";"Ja"
"Gemeente Beek";"Team contactpersoon Woo";"Woo-contactpersoon";"http://standaarden.overheid.nl/owms/terms/Beek_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0888";"Ja"
"Gemeente Beek";"Dhr. G.A.M.G. Ghijsen";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Beek_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0888";"Ja"
"Gemeente Beek";"Dhr. M. Muijres";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Beek_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0888";"Ja"
"Gemeente Beek";"Dhr. H. Steinhart";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Beek_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0888";"Ja"
"Gemeente Beek";"Dhr. H.G.J. Schoenmakers";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Beek_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0888";"Ja"
"Gemeente Beekdaelen";"Dhr. H.J.M. Geurten";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Beekdaelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1954";"Ja"
"Gemeente Beekdaelen";"Dhr. N.M.A.M. Kelders";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Beekdaelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1954";"Ja"
"Gemeente Beekdaelen";"Mw. E.N. Marissen";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Beekdaelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1954";"Ja"
"Gemeente Beekdaelen";"Dhr. ing. E. Geurts";"Burgemeester";"http://standaarden.overheid.nl/owms/terms/Beekdaelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1954";"Ja"
"Gemeente Beekdaelen";"Dhr. J.J.J.M. Joosten";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Beekdaelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1954";"Ja"
"Gemeente Beekdaelen";"Mw. Quadvlieg-van Dam";"Wethouder";"http://standaarden.overheid.nl/owms/terms/Beekdaelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1954";"Ja"
"Gemeente Beekdaelen";"Dhr. J.A.A. Kevers";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Beekdaelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1954";"Ja"
"Gemeente Beekdaelen";"Mw. J. Quadvlieg-van Dam";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Beekdaelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1954";"Ja"
"Gemeente Beekdaelen";"Dhr. L.J.M. Pansters";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Beekdaelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1954";"Ja"
"Gemeente Beekdaelen";"Dhr. M.M.J. Schevers";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Beekdaelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1954";"Ja"
"Gemeente Beekdaelen";"Dhr. L.E.H. Kockelkoren";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Beekdaelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1954";"Ja"
"Gemeente Beekdaelen";"Mw. mr. S. Troisfontaine";"Gemeentesecretaris";"http://standaarden.overheid.nl/owms/terms/Beekdaelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1954";"Ja"
"Gemeente Beekdaelen";"Dhr. N.M.A.M. Kelders";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Beekdaelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1954";"Ja"
"Gemeente Beekdaelen";"Dhr. H.M.J. Reijnders";"Wethouder";"http://standaarden.overheid.nl/owms/terms/Beekdaelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1954";"Ja"
"Gemeente Beekdaelen";"Dhr. H.J.M. Geurten";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Beekdaelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1954";"Ja"
"Gemeente Beekdaelen";"Mw. A.J.H. Reuling";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Beekdaelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1954";"Ja"
"Gemeente Beekdaelen";"Dhr. L.E.H. Kockelkoren";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Beekdaelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1954";"Ja"
"Gemeente Beekdaelen";"Dhr. K.L.M. Hanssen";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Beekdaelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1954";"Ja"
"Gemeente Beekdaelen";"Dhr. M.F. Sturmans";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Beekdaelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1954";"Ja"
"Gemeente Beekdaelen";"Mw. A.M.H. Goossens-Souren";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Beekdaelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1954";"Ja"
"Gemeente Beekdaelen";"Dhr. J.Z.T. Pieper";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Beekdaelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1954";"Ja"
"Gemeente Beekdaelen";"Mw. A.J.H. Reuling";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Beekdaelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1954";"Ja"
"Gemeente Beekdaelen";"Mw. B.W.E. van der Wijst";"Raadsgriffier";"http://standaarden.overheid.nl/owms/terms/Beekdaelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1954";"Ja"
"Gemeente Beekdaelen";"Dhr. H.A.H. Schaffrath";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Beekdaelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1954";"Ja"
"Gemeente Beekdaelen";"Dhr. H.A.H. Schaffrath";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Beekdaelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1954";"Ja"
"Gemeente Beekdaelen";"Dhr. P.L.H.E. Janssen";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Beekdaelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1954";"Ja"
"Gemeente Beekdaelen";"Dhr. H.J.M. van de Laar";"Wethouder";"http://standaarden.overheid.nl/owms/terms/Beekdaelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1954";"Ja"
"Gemeente Beekdaelen";"Dhr. H.P.H. Raes";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Beekdaelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1954";"Ja"
