"Organisatie (onderdeel)";"Naam";"Functie";"Resource identifier v4.0 organisatie";"Resource identifier v5.0 organisatie";"Actieve beheerder ROO"
"Gemeente Aa en Hunze";"Mw. M.G.W. Neesen";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aa_en_Hunze";"https://identifier.overheid.nl/tooi/id/gemeente/gm1680";"Ja"
"Gemeente Aa en Hunze";"Juridische zaken";"Woo-contactpersoon";"http://standaarden.overheid.nl/owms/terms/Aa_en_Hunze";"https://identifier.overheid.nl/tooi/id/gemeente/gm1680";"Ja"
"Gemeente Aa en Hunze";"Dhr. I. Berghuis";"Locoburgemeester";"http://standaarden.overheid.nl/owms/terms/Aa_en_Hunze";"https://identifier.overheid.nl/tooi/id/gemeente/gm1680";"Ja"
"Gemeente Aa en Hunze";"Mw. L. Martens-Schuitema";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aa_en_Hunze";"https://identifier.overheid.nl/tooi/id/gemeente/gm1680";"Ja"
"Gemeente Aa en Hunze";"Mw. B. Oortwijn";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aa_en_Hunze";"https://identifier.overheid.nl/tooi/id/gemeente/gm1680";"Ja"
"Gemeente Aa en Hunze";"Mw. M.G.W. Neesen";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Aa_en_Hunze";"https://identifier.overheid.nl/tooi/id/gemeente/gm1680";"Ja"
"Gemeente Aa en Hunze";"Dhr. J.C.  Fluks";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Aa_en_Hunze";"https://identifier.overheid.nl/tooi/id/gemeente/gm1680";"Ja"
"Gemeente Aa en Hunze";"Dhr. ing. R. Vedder";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Aa_en_Hunze";"https://identifier.overheid.nl/tooi/id/gemeente/gm1680";"Ja"
"Gemeente Aa en Hunze";"Dhr. K.J. Stol";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aa_en_Hunze";"https://identifier.overheid.nl/tooi/id/gemeente/gm1680";"Ja"
"Gemeente Aa en Hunze";"Dhr. ing. R. Vedder";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aa_en_Hunze";"https://identifier.overheid.nl/tooi/id/gemeente/gm1680";"Ja"
"Gemeente Aa en Hunze";"Dhr. H. Hof";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aa_en_Hunze";"https://identifier.overheid.nl/tooi/id/gemeente/gm1680";"Ja"
"Gemeente Aa en Hunze";"Dhr. B. Veninga";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aa_en_Hunze";"https://identifier.overheid.nl/tooi/id/gemeente/gm1680";"Ja"
"Gemeente Aa en Hunze";"Dhr. P. Wolters";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aa_en_Hunze";"https://identifier.overheid.nl/tooi/id/gemeente/gm1680";"Ja"
"Gemeente Aa en Hunze";"Mw. L. Ploeger";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aa_en_Hunze";"https://identifier.overheid.nl/tooi/id/gemeente/gm1680";"Ja"
"Gemeente Aa en Hunze";"Dhr. I. Berghuis";"Wethouder";"http://standaarden.overheid.nl/owms/terms/Aa_en_Hunze";"https://identifier.overheid.nl/tooi/id/gemeente/gm1680";"Ja"
"Gemeente Aa en Hunze";"Dhr. R.L.H. Schoonderbeek";"Gemeentesecretaris";"http://standaarden.overheid.nl/owms/terms/Aa_en_Hunze";"https://identifier.overheid.nl/tooi/id/gemeente/gm1680";"Ja"
"Gemeente Aa en Hunze";"Dhr. K.J. Stol";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Aa_en_Hunze";"https://identifier.overheid.nl/tooi/id/gemeente/gm1680";"Ja"
"Gemeente Aa en Hunze";"Mw. J. Ten Brink";"Wethouder";"http://standaarden.overheid.nl/owms/terms/Aa_en_Hunze";"https://identifier.overheid.nl/tooi/id/gemeente/gm1680";"Ja"
"Gemeente Aa en Hunze";"Mw. K. ten Brink";"Wethouder";"http://standaarden.overheid.nl/owms/terms/Aa_en_Hunze";"https://identifier.overheid.nl/tooi/id/gemeente/gm1680";"Ja"
"Gemeente Aa en Hunze";"Mw. K. Wudich";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aa_en_Hunze";"https://identifier.overheid.nl/tooi/id/gemeente/gm1680";"Ja"
"Gemeente Aa en Hunze";"Mw. mr. E.P. van Corbach";"Raadsgriffier";"http://standaarden.overheid.nl/owms/terms/Aa_en_Hunze";"https://identifier.overheid.nl/tooi/id/gemeente/gm1680";"Ja"
"Gemeente Aa en Hunze";"Dhr. R. Lubbers";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aa_en_Hunze";"https://identifier.overheid.nl/tooi/id/gemeente/gm1680";"Ja"
"Gemeente Aa en Hunze";"Mw. G. Oosterhuis";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aa_en_Hunze";"https://identifier.overheid.nl/tooi/id/gemeente/gm1680";"Ja"
"Gemeente Aa en Hunze";"Dhr. E. Meij";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aa_en_Hunze";"https://identifier.overheid.nl/tooi/id/gemeente/gm1680";"Ja"
"Gemeente Aa en Hunze";"Mw. A.A. Boelen";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aa_en_Hunze";"https://identifier.overheid.nl/tooi/id/gemeente/gm1680";"Ja"
"Gemeente Aa en Hunze";"Mw. M.A. de Groot";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aa_en_Hunze";"https://identifier.overheid.nl/tooi/id/gemeente/gm1680";"Ja"
"Gemeente Aa en Hunze";"Dhr. A.W. Hiemstra";"Burgemeester";"http://standaarden.overheid.nl/owms/terms/Aa_en_Hunze";"https://identifier.overheid.nl/tooi/id/gemeente/gm1680";"Ja"
"Gemeente Aa en Hunze";"Dhr. P.R.A.J. Petzinger";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aa_en_Hunze";"https://identifier.overheid.nl/tooi/id/gemeente/gm1680";"Ja"
"Gemeente Aa en Hunze";"Mw. E. van Zanten";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aa_en_Hunze";"https://identifier.overheid.nl/tooi/id/gemeente/gm1680";"Ja"
"Gemeente Aa en Hunze";"Dhr. R.J. Heling";"Wethouder";"http://standaarden.overheid.nl/owms/terms/Aa_en_Hunze";"https://identifier.overheid.nl/tooi/id/gemeente/gm1680";"Ja"
"Gemeente Aa en Hunze";"Dhr. J.C.  Fluks";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aa_en_Hunze";"https://identifier.overheid.nl/tooi/id/gemeente/gm1680";"Ja"
"Gemeente Aa en Hunze";"Dhr. R. Houtman";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aa_en_Hunze";"https://identifier.overheid.nl/tooi/id/gemeente/gm1680";"Ja"
"Gemeente Aa en Hunze";"Dhr. H. Heijerman";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aa_en_Hunze";"https://identifier.overheid.nl/tooi/id/gemeente/gm1680";"Ja"
"Gemeente Aa en Hunze";"Mw. J. Reinders-Kors";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aa_en_Hunze";"https://identifier.overheid.nl/tooi/id/gemeente/gm1680";"Ja"
"Gemeente Aa en Hunze";"Mw. M.A. de Groot";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Aa_en_Hunze";"https://identifier.overheid.nl/tooi/id/gemeente/gm1680";"Ja"
"Gemeente Aalsmeer";"Dhr. mr. L.B. Kabout";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalsmeer_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0358";"Ja"
"Gemeente Aalsmeer";"Dhr. G.J.H. Winkels";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalsmeer_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0358";"Ja"
"Gemeente Aalsmeer";"Mw. L.M. van der Horst";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalsmeer_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0358";"Ja"
"Gemeente Aalsmeer";"Dhr. D. Kuin";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalsmeer_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0358";"Ja"
"Gemeente Aalsmeer";"Woo-coördinator";"Woo-contactpersoon";"http://standaarden.overheid.nl/owms/terms/Aalsmeer_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0358";"Ja"
"Gemeente Aalsmeer";"Mw. M.J. Geisler";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Aalsmeer_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0358";"Ja"
"Gemeente Aalsmeer";"Dhr. O. van Kolck";"Raadsgriffier";"http://standaarden.overheid.nl/owms/terms/Aalsmeer_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0358";"Ja"
"Gemeente Aalsmeer";"Mw. P. Lakerveld";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalsmeer_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0358";"Ja"
"Gemeente Aalsmeer";"Dhr. J.H. Buisma";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Aalsmeer_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0358";"Ja"
"Gemeente Aalsmeer";"Dhr. S.A.S. Spaargaren";"Wethouder";"http://standaarden.overheid.nl/owms/terms/Aalsmeer_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0358";"Ja"
"Gemeente Aalsmeer";"Dhr. de Vries";"Wethouder";"http://standaarden.overheid.nl/owms/terms/Aalsmeer_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0358";"Ja"
"Gemeente Aalsmeer";"Dhr. M.O. Koehler";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalsmeer_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0358";"Ja"
"Gemeente Aalsmeer";"Mw. M.M.I. Vonk-van der Meiden";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalsmeer_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0358";"Ja"
"Gemeente Aalsmeer";"Mw. M.J. Geisler";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalsmeer_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0358";"Ja"
"Gemeente Aalsmeer";"Dhr. G.J.H. Winkels";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Aalsmeer_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0358";"Ja"
"Gemeente Aalsmeer";"Mw. L.J. Lucke";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalsmeer_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0358";"Ja"
"Gemeente Aalsmeer";"Dhr. W.T.J.M. Koster";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalsmeer_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0358";"Ja"
"Gemeente Aalsmeer";"Dhr. E.P. Abbenhues";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalsmeer_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0358";"Ja"
"Gemeente Aalsmeer";"Dhr. B.P. Adema";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalsmeer_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0358";"Ja"
"Gemeente Aalsmeer";"Mw. J. Keessen";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Aalsmeer_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0358";"Ja"
"Gemeente Aalsmeer";"Dhr. W.T.J.M. Koster";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Aalsmeer_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0358";"Ja"
"Gemeente Aalsmeer";"Dhr. mr. L.B. Kabout";"Locoburgemeester";"http://standaarden.overheid.nl/owms/terms/Aalsmeer_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0358";"Ja"
"Gemeente Aalsmeer";"Mw. J. Keessen";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalsmeer_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0358";"Ja"
"Gemeente Aalsmeer";"Mw. G. Holtrop";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalsmeer_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0358";"Ja"
"Gemeente Aalsmeer";"Mw. A.H. Dappers";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalsmeer_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0358";"Ja"
"Gemeente Aalsmeer";"Mw. M. Vleghaar";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalsmeer_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0358";"Ja"
"Gemeente Aalsmeer";"Dhr. G.E. Oude Kotte";"Burgemeester";"http://standaarden.overheid.nl/owms/terms/Aalsmeer_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0358";"Ja"
"Gemeente Aalsmeer";"Dhr. J.H. Buisma";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalsmeer_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0358";"Ja"
"Gemeente Aalsmeer";"Mw. E.S.I. Mijwaart";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalsmeer_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0358";"Ja"
"Gemeente Aalsmeer";"Mw. S.S Zethof";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalsmeer_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0358";"Ja"
"Gemeente Aalsmeer";"Dhr. S.A.S. Spaargaren";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalsmeer_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0358";"Ja"
"Gemeente Aalsmeer";"Dhr. J. de Vries";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalsmeer_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0358";"Ja"
"Gemeente Aalsmeer";"Dhr. mr. L.B. Kabout";"Wethouder";"http://standaarden.overheid.nl/owms/terms/Aalsmeer_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0358";"Ja"
"Gemeente Aalsmeer";"Dhr. J.R.H. Struiksma";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalsmeer_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0358";"Ja"
"Gemeente Aalsmeer";"Dhr. S.J.R. de Vries";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalsmeer_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0358";"Ja"
"Gemeente Aalsmeer";"Mw. Simonse";"Gemeentesecretaris";"http://standaarden.overheid.nl/owms/terms/Aalsmeer_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0358";"Ja"
"Gemeente Aalsmeer";"Mw. E.S.I. Mijwaart";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Aalsmeer_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0358";"Ja"
"Gemeente Aalten";"Dhr. L.J. van den Berg";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalten_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0197";"Ja"
"Gemeente Aalten";"Dhr. Wijbrans";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalten_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0197";"Ja"
"Gemeente Aalten";"Dhr. Hüning";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalten_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0197";"Ja"
"Gemeente Aalten";"Dhr. H.J. Groters";"Wethouder";"http://standaarden.overheid.nl/owms/terms/Aalten_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0197";"Ja"
"Gemeente Aalten";"Dhr. R.J.M. Smit";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalten_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0197";"Ja"
"Gemeente Aalten";"Dhr. van Lochem";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalten_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0197";"Ja"
"Gemeente Aalten";"Mw. E.E. Diepenbroek";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Aalten_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0197";"Ja"
"Gemeente Aalten";"Dhr. J. Polman";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalten_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0197";"Ja"
"Gemeente Aalten";"J.M. Disveld";"Woo-contactpersoon";"http://standaarden.overheid.nl/owms/terms/Aalten_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0197";"Ja"
"Gemeente Aalten";"Mw. E.E. Diepenbroek";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalten_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0197";"Ja"
"Gemeente Aalten";"Dhr. E.M. Geldorp";"Raadsgriffier";"http://standaarden.overheid.nl/owms/terms/Aalten_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0197";"Ja"
"Gemeente Aalten";"Dhr. Hüning";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Aalten_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0197";"Ja"
"Gemeente Aalten";"Dhr. T.S. Holtman";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalten_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0197";"Ja"
"Gemeente Aalten";"Dhr. H.J. Meerdink";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalten_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0197";"Ja"
"Gemeente Aalten";"Dhr. T.S. Holtman";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Aalten_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0197";"Ja"
"Gemeente Aalten";"Mw. Boom";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalten_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0197";"Ja"
"Gemeente Aalten";"Mw. drs. A.J.M. Gildhuis";"Gemeentesecretaris";"http://standaarden.overheid.nl/owms/terms/Aalten_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0197";"Ja"
"Gemeente Aalten";"Dhr. J.C. Wikkerink";"Wethouder";"http://standaarden.overheid.nl/owms/terms/Aalten_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0197";"Ja"
"Gemeente Aalten";"Dhr. R.J.M. Smit";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Aalten_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0197";"Ja"
"Gemeente Aalten";"Mw. Peters";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalten_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0197";"Ja"
"Gemeente Aalten";"Mw. M. ten Bruin";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalten_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0197";"Ja"
"Gemeente Aalten";"Mw. C.J. Lankhof";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalten_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0197";"Ja"
"Gemeente Aalten";"Dhr. B.W.  Koskamp";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalten_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0197";"Ja"
"Gemeente Aalten";"Dhr. A. Walter";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Aalten_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0197";"Ja"
"Gemeente Aalten";"Dhr. H. van Lochem";"Locoburgemeester";"http://standaarden.overheid.nl/owms/terms/Aalten_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0197";"Ja"
"Gemeente Aalten";"Mw. Hoezen";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Aalten_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0197";"Ja"
"Gemeente Aalten";"Dhr. A. Walter";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalten_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0197";"Ja"
"Gemeente Aalten";"Mw. Hoezen";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalten_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0197";"Ja"
"Gemeente Aalten";"Dhr. T.M.M. Kok";"Wethouder";"http://standaarden.overheid.nl/owms/terms/Aalten_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0197";"Ja"
"Gemeente Aalten";"Dhr. L. Weevers";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalten_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0197";"Ja"
"Gemeente Aalten";"Mw. Ruesen";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalten_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0197";"Ja"
"Gemeente Aalten";"Dhr. H. van Lochem";"Wethouder";"http://standaarden.overheid.nl/owms/terms/Aalten_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0197";"Ja"
"Gemeente Aalten";"Dhr. mr. A.B. Stapelkamp";"Burgemeester";"http://standaarden.overheid.nl/owms/terms/Aalten_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0197";"Ja"
"Gemeente Aalten";"Dhr. H.J. Rijks";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalten_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0197";"Ja"
"Gemeente Aalten";"Dhr. H.J. Meerdink";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Aalten_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0197";"Ja"
"Gemeente Aalten";"Mw. R. Kraaijenbrink";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalten_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0197";"Ja"
"Gemeente Aalten";"Dhr. Tolkamp";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Aalten_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0197";"Ja"
"Gemeente Achtkarspelen";"Dhr. T.O. Brinkman";"Wethouder";"http://standaarden.overheid.nl/owms/terms/Achtkarspelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm0059";"Ja"
"Gemeente Achtkarspelen";"Dhr. J.W.F. Graansma";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Achtkarspelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm0059";"Ja"
"Gemeente Achtkarspelen";"Dhr. T.O. Brinkman";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Achtkarspelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm0059";"Ja"
"Gemeente Achtkarspelen";"Dhr. H.J. Graansma";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Achtkarspelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm0059";"Ja"
"Gemeente Achtkarspelen";"Dhr. van Esch";"Wethouder";"http://standaarden.overheid.nl/owms/terms/Achtkarspelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm0059";"Ja"
"Gemeente Achtkarspelen";"Klantencontactcentrum";"Woo-contactpersoon";"http://standaarden.overheid.nl/owms/terms/Achtkarspelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm0059";"Ja"
"Gemeente Achtkarspelen";"Mw. T. Kuipers-Jorna";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Achtkarspelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm0059";"Ja"
"Gemeente Achtkarspelen";"Mw. H. Spinder-van Dijk";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Achtkarspelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm0059";"Ja"
"Gemeente Achtkarspelen";"Mw. T.I. Veenstra";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Achtkarspelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm0059";"Ja"
"Gemeente Achtkarspelen";"Dhr. M.P. de Jong";"Gemeentesecretaris";"http://standaarden.overheid.nl/owms/terms/Achtkarspelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm0059";"Ja"
"Gemeente Achtkarspelen";"Dhr. IJ. van Kammen";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Achtkarspelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm0059";"Ja"
"Gemeente Achtkarspelen";"Mw. S. van der Ploeg";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Achtkarspelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm0059";"Ja"
"Gemeente Achtkarspelen";"Mw. IJ. van der Meulen-Rozendal";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Achtkarspelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm0059";"Ja"
"Gemeente Achtkarspelen";"Dhr. A.D. Bouma";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Achtkarspelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm0059";"Ja"
"Gemeente Achtkarspelen";"Mw. J.L.  Pilat";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Achtkarspelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm0059";"Ja"
"Gemeente Achtkarspelen";"Dhr. A. Bruining";"Locoburgemeester";"http://standaarden.overheid.nl/owms/terms/Achtkarspelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm0059";"Ja"
"Gemeente Achtkarspelen";"Dhr. K. de Vries";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Achtkarspelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm0059";"Ja"
"Gemeente Achtkarspelen";"Dhr. J.W.F. Graansma";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Achtkarspelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm0059";"Ja"
"Gemeente Achtkarspelen";"Dhr. R.P. Schootstra";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Achtkarspelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm0059";"Ja"
"Gemeente Achtkarspelen";"Mw. D. Terpstra-Kerkhof";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Achtkarspelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm0059";"Ja"
"Gemeente Achtkarspelen";"Dhr. J. Hooghiemstra";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Achtkarspelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm0059";"Ja"
"Gemeente Achtkarspelen";"Dhr. IJ. van Kammen";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Achtkarspelen";"https://identifier.overheid.nl/tooi/id/gemeente/gm0059";"Ja"
